      Skeleton      	     bodyID      	 Motion 	  Rate  
S019C002P049R001A100	72057594037937795	0.092347	1.000000
S019C002P049R001A101	72057594037937795	0.095119	1.000000
S019C002P049R001A102	72057594037937795	0.096267	1.000000
S019C002P049R001A103	72057594037937795	0.095084	1.000000
S019C002P049R001A104	72057594037937795	0.097810	1.000000
S019C002P049R001A105	72057594037937795	0.100887	0.953488
S019C002P049R002A061	72057594037937904	0.082045	1.000000
S019C002P049R002A062	72057594037937904	0.083233	1.000000
S019C002P049R002A063	72057594037937904	0.082030	1.000000
S019C002P049R002A063	72057594037937955	0.052136	1.000000
S019C002P049R002A064	72057594037937904	0.090249	1.000000
S019C002P049R002A065	72057594037937904	0.091551	1.000000
S019C002P049R002A066	72057594037937904	0.088975	1.000000
S019C002P049R002A067	72057594037937904	0.082498	1.000000
S019C002P049R002A068	72057594037937904	0.088869	1.000000
S019C002P049R002A069	72057594037937904	0.061341	1.000000
S019C002P049R002A070	72057594037937904	0.066057	1.000000
S019C002P049R002A071	72057594037937904	0.064123	1.000000
S019C002P049R002A072	72057594037937904	0.063377	1.000000
S019C002P049R002A073	72057594037937904	0.064722	1.000000
S019C002P049R002A075	72057594037937904	0.066904	1.000000
S019C002P049R002A076	72057594037937904	0.062393	1.000000
S019C002P049R002A077	72057594037937904	0.064692	1.000000
S019C002P049R002A078	72057594037937904	0.061760	1.000000
S019C002P049R002A080	72057594037937904	0.062883	1.000000
S019C002P049R002A081	72057594037937904	0.079570	1.000000
S019C002P049R002A082	72057594037937904	0.079827	1.000000
S019C002P049R002A083	72057594037937904	0.079286	1.000000
S019C002P049R002A084	72057594037937904	0.079120	1.000000
S019C002P049R002A085	72057594037937904	0.081873	1.000000
S019C002P049R002A086	72057594037937904	0.087378	1.000000
S019C002P049R002A087	72057594037937904	0.103010	1.000000
S019C002P049R002A088	72057594037937904	0.106315	1.000000
S019C002P049R002A089	72057594037937904	0.103948	1.000000
S019C002P049R002A090	72057594037937904	0.104531	1.000000
S019C002P049R002A091	72057594037937904	0.098768	1.000000
S019C002P049R002A092	72057594037937904	0.075835	1.000000
S019C002P049R002A093	72057594037937904	0.076018	1.000000
S019C002P049R002A094	72057594037937904	0.082200	1.000000
S019C002P049R002A095	72057594037937904	0.084003	1.000000
S019C002P049R002A096	72057594037937904	0.085486	1.000000
S019C002P049R002A097	72057594037937904	0.083698	1.000000
S019C002P049R002A098	72057594037937904	0.084333	1.000000
S019C002P049R002A099	72057594037937904	0.083417	1.000000
S019C002P049R002A100	72057594037937904	0.094672	1.000000
S019C002P049R002A101	72057594037937904	0.098397	1.000000
S019C002P049R002A102	72057594037937904	0.097034	1.000000
S019C002P049R002A103	72057594037937904	0.096082	1.000000
S019C002P049R002A104	72057594037937904	0.095334	1.000000
S019C002P049R002A105	72057594037937904	0.094793	1.000000
S019C002P049R002A106	72057594037937904	0.100233	1.000000
S019C002P049R002A107	72057594037937904	0.097066	1.000000
S019C002P049R002A108	72057594037937904	0.098404	1.000000
S019C002P049R002A109	72057594037937904	0.091392	1.000000
S019C002P049R002A110	72057594037937904	0.104204	1.000000
S019C002P049R002A111	72057594037937904	0.103353	1.000000
S019C002P049R002A112	72057594037937904	0.106666	1.000000
S019C002P049R002A113	72057594037937904	0.106242	1.000000
S019C002P051R001A115	72057594037944449	0.117994	1.000000
S019C002P051R001A116	72057594037944449	0.114866	0.989011
S019C002P051R001A117	72057594037944449	0.111701	1.000000
S019C002P051R001A118	72057594037944449	0.114534	1.000000
S019C002P051R001A119	72057594037944449	0.117280	1.000000
S019C002P051R001A120	72057594037944449	0.110997	0.981481
S019C002P051R002A061	72057594037944449	0.107651	0.966667
S019C002P051R002A062	72057594037944449	0.113063	0.895833
S019C002P051R002A063	72057594037944449	0.109286	1.000000
S019C003P041R002A114	72057594037952051	0.171625	0.971429
S019C003P047R001A092	72057594037940821	0.292848	1.000000
S020C001P041R002A114	72057594037929855	0.304371	0.829545
S020C001P043R002A106	72057594037929644	0.166180	0.878049
S020C001P043R002A110	72057594037929644	0.173140	1.000000
S020C001P052R001A092	72057594037928649	0.732491	0.926230
S020C001P052R001A093	72057594037928649	0.100446	1.000000
S020C002P043R002A080	72057594037929981	0.027912	1.000000
S020C002P043R002A110	72057594037930189	0.091818	0.934783
S020C002P043R002A115	72057594037930189	0.144201	1.000000
S020C003P043R002A080	72057594037930393	0.096151	1.000000
S020C003P043R002A081	72057594037930393	0.097675	1.000000
S020C003P052R001A093	72057594037929360	0.125338	1.000000
S022C001P066R002A091	72057594037941445	0.034156	1.000000
S022C001P066R002A092	72057594037941445	0.036971	1.000000
S022C001P066R002A093	72057594037941445	0.036298	1.000000
S022C001P066R002A094	72057594037941445	0.035747	1.000000
S022C001P066R002A095	72057594037941445	0.036417	1.000000
S022C001P066R002A096	72057594037941445	0.034514	1.000000
S022C001P066R002A097	72057594037941445	0.039449	1.000000
S022C001P066R002A098	72057594037941445	0.040027	1.000000
S022C001P066R002A099	72057594037941445	0.039579	1.000000
S022C001P066R002A100	72057594037941445	0.040988	1.000000
S022C001P066R002A101	72057594037941445	0.038392	1.000000
S022C001P066R002A102	72057594037941445	0.040362	1.000000
S022C001P066R002A103	72057594037941445	0.040566	1.000000
S022C001P066R002A104	72057594037941445	0.041016	1.000000
S022C001P066R002A105	72057594037941445	0.039485	1.000000
S022C002P061R001A120	72057594037944190	4.033248	0.763158
S022C002P061R002A097	72057594037944747	0.223504	0.727273
S022C002P062R001A108	72057594037946583	2.739516	0.720000
S022C002P064R001A072	72057594037949101	0.206307	0.735294
S022C002P064R002A097	72057594037951436	0.358885	0.790698
S023C001P067R001A107	72057594037943094	0.117142	1.000000
S023C001P067R001A108	72057594037943094	0.141479	1.000000
S023C001P067R001A109	72057594037943094	0.168703	1.000000
S023C001P067R001A110	72057594037943094	0.171020	1.000000
S023C001P067R001A111	72057594037943094	0.186467	1.000000
S023C001P067R001A112	72057594037943094	0.172787	1.000000
S023C001P067R001A113	72057594037943094	0.165754	1.000000
S023C002P056R001A095	72057594037932554	0.027107	1.000000
S023C002P056R001A096	72057594037932554	0.037206	1.000000
S023C002P056R001A097	72057594037932554	0.025884	1.000000
S023C002P056R001A098	72057594037932554	0.030032	1.000000
S023C002P056R001A099	72057594037932554	0.031199	1.000000
S023C002P056R001A100	72057594037932554	0.029303	1.000000
S023C002P056R001A101	72057594037932554	0.031131	1.000000
S023C003P057R002A095	72057594037936400	0.146650	1.000000
S023C003P057R002A096	72057594037936400	0.146290	1.000000
S023C003P057R002A097	72057594037936400	0.155334	1.000000
S023C003P057R002A098	72057594037936400	0.158530	1.000000
S023C003P057R002A099	72057594037936400	0.157503	1.000000
S023C003P057R002A100	72057594037936400	0.156798	1.000000
S023C003P057R002A101	72057594037936400	0.158394	1.000000
S023C003P057R002A102	72057594037936400	0.157259	1.000000
S023C003P057R002A103	72057594037936400	0.157491	1.000000
S023C003P057R002A104	72057594037936400	0.158860	1.000000
S023C003P057R002A105	72057594037936400	0.158155	1.000000
S023C003P057R002A106	72057594037936400	0.160682	1.000000
S023C003P057R002A109	72057594037936767	0.141925	1.000000
S023C003P057R002A110	72057594037936767	0.126524	0.961538
S023C003P057R002A111	72057594037936767	0.163773	1.000000
S023C003P057R002A112	72057594037936767	0.142624	1.000000
S023C003P057R002A113	72057594037936767	0.123830	1.000000
S023C003P057R002A114	72057594037936767	0.222538	1.000000
S024C001P057R002A093	72057594037933528	0.161635	0.714286
S024C001P057R002A094	72057594037933528	0.340831	1.000000
S024C001P057R002A095	72057594037933528	0.266856	1.000000
S024C001P057R002A096	72057594037933528	0.282073	1.000000
S024C001P057R002A108	72057594037933562	0.267015	0.785714
S024C001P057R002A119	72057594037933562	0.231685	1.000000
S024C001P060R001A061	72057594037933688	0.184922	1.000000
S024C001P060R001A062	72057594037933688	0.211773	1.000000
S024C001P060R001A063	72057594037933688	0.198249	1.000000
S024C001P060R001A064	72057594037933688	0.216447	1.000000
S024C001P060R001A065	72057594037933688	0.193385	1.000000
S024C001P060R001A066	72057594037933688	0.210451	1.000000
S024C001P060R001A067	72057594037933688	0.215708	1.000000
S024C001P060R001A068	72057594037933688	0.254292	0.969697
S024C001P060R001A069	72057594037933688	0.199048	1.000000
S024C001P060R001A070	72057594037933688	0.193988	1.000000
S024C001P060R001A071	72057594037933688	0.197254	1.000000
S024C001P060R001A072	72057594037933688	0.228340	0.954545
S024C001P060R001A109	72057594037933626	0.295955	1.000000
S024C001P060R001A110	72057594037933626	0.272295	1.000000
S024C001P060R001A111	72057594037933626	0.194546	1.000000
S024C001P060R001A112	72057594037933626	0.186797	1.000000
S024C001P060R001A113	72057594037933626	0.188440	1.000000
S024C001P060R001A114	72057594037933626	0.169753	1.000000
S024C001P060R001A115	72057594037933626	0.179031	1.000000
S024C001P060R001A116	72057594037933626	0.175663	1.000000
S024C001P060R001A117	72057594037933626	0.171644	1.000000
S024C001P060R001A118	72057594037933626	0.200978	1.000000
S024C001P060R001A119	72057594037933626	0.183104	1.000000
S024C001P060R001A120	72057594037933626	0.190135	1.000000
S024C001P060R002A075	72057594037933688	0.292217	1.000000
S024C001P060R002A076	72057594037933688	0.266507	1.000000
S024C001P060R002A081	72057594037933688	0.201520	0.880000
S024C001P060R002A106	72057594037933626	0.191820	1.000000
S024C001P060R002A107	72057594037933626	0.181811	1.000000
S024C001P060R002A108	72057594037933626	0.106577	1.000000
S024C001P060R002A109	72057594037933626	0.105445	1.000000
S024C001P060R002A110	72057594037933626	0.108544	1.000000
S024C001P060R002A111	72057594037933626	0.125803	1.000000
S024C001P060R002A112	72057594037933626	0.148627	1.000000
S024C001P061R002A071	72057594037931208	0.302787	0.761905
S024C001P062R001A114	72057594037932615	0.244754	0.698413
S024C001P064R002A061	72057594037932484	0.737400	0.785714
S024C001P064R002A064	72057594037932484	0.111345	1.000000
S024C001P064R002A065	72057594037932484	0.183639	1.000000
S024C001P064R002A066	72057594037932484	0.108844	1.000000
S024C001P064R002A067	72057594037932484	0.106127	1.000000
S024C001P064R002A068	72057594037932484	0.099493	1.000000
S024C001P064R002A069	72057594037932484	0.199694	1.000000
S024C001P064R002A070	72057594037932484	0.117595	1.000000
S024C001P064R002A071	72057594037932484	0.116459	1.000000
S024C001P064R002A072	72057594037932484	0.128816	1.000000
S024C001P064R002A073	72057594037932484	0.121089	1.000000
S024C001P064R002A074	72057594037932484	0.109806	1.000000
S024C001P064R002A075	72057594037932484	0.152609	1.000000
S024C001P064R002A076	72057594037932484	0.125382	1.000000
S024C002P057R002A093	72057594037934036	0.165922	1.000000
S024C002P057R002A094	72057594037934036	0.139966	1.000000
S024C002P057R002A095	72057594037934036	0.128058	1.000000
S024C002P057R002A096	72057594037934036	0.131853	1.000000
S024C002P057R002A097	72057594037934036	0.129145	1.000000
S024C002P057R002A098	72057594037934036	0.131659	1.000000
S024C002P057R002A099	72057594037934036	0.134129	1.000000
S024C002P057R002A100	72057594037934036	0.131620	1.000000
S024C002P057R002A101	72057594037934036	0.130411	1.000000
S024C002P057R002A102	72057594037934036	0.133812	1.000000
S024C002P057R002A103	72057594037934036	0.136952	1.000000
S024C002P057R002A104	72057594037934036	0.130558	1.000000
S024C002P057R002A105	72057594037934036	0.135171	1.000000
S025C003P059R002A106	72057594037941889	0.039539	0.783784
S026C001P041R001A081	72057594037936649	0.116660	1.000000
S026C001P044R001A092	72057594037934474	0.373096	0.814815
S026C001P049R002A110	72057594037933020	0.090998	0.750000
S026C001P050R002A081	72057594037935965	0.107604	0.843750
S026C001P051R001A115	72057594037931501	0.123685	1.000000
S026C001P051R001A116	72057594037931501	0.128923	0.982456
S026C001P051R001A117	72057594037931501	0.127163	1.000000
S026C001P051R001A118	72057594037931501	0.127302	0.931818
S026C001P051R001A119	72057594037931501	0.126373	0.964912
S026C001P051R001A120	72057594037931501	0.126168	0.905660
S026C001P051R002A106	72057594037931501	0.097126	1.000000
S026C001P051R002A107	72057594037931501	0.097226	1.000000
S026C001P051R002A108	72057594037931501	0.098039	1.000000
S026C001P051R002A109	72057594037931501	0.100041	1.000000
S026C001P051R002A110	72057594037931501	0.099579	1.000000
S026C001P051R002A111	72057594037931501	0.097188	1.000000
S026C001P051R002A112	72057594037931501	0.100424	1.000000
S026C001P051R002A113	72057594037931501	0.099367	1.000000
S026C001P051R002A114	72057594037931501	0.098413	1.000000
S026C001P051R002A115	72057594037931501	0.097673	1.000000
S026C001P051R002A116	72057594037931501	0.256143	0.968254
S026C001P070R001A093	72057594037930893	0.119800	1.000000
S026C001P070R001A094	72057594037930893	0.120581	1.000000
S026C001P070R001A095	72057594037930893	0.120416	1.000000
S026C001P070R001A096	72057594037930893	0.121523	1.000000
S026C001P070R001A097	72057594037930893	0.121725	1.000000
S026C001P070R001A098	72057594037930893	0.124820	1.000000
S026C001P070R001A099	72057594037930893	0.118626	1.000000
S026C001P070R001A100	72057594037930893	0.119858	1.000000
S026C001P070R001A101	72057594037930893	0.120345	1.000000
S026C001P070R001A102	72057594037930893	0.118761	1.000000
S026C001P070R001A103	72057594037930893	0.120246	1.000000
S026C001P070R001A104	72057594037930893	0.117058	1.000000
S026C001P070R001A105	72057594037930893	0.120029	1.000000
S026C001P070R001A106	72057594037930893	0.127364	1.000000
S026C001P070R001A107	72057594037930893	0.130785	1.000000
S026C001P070R001A108	72057594037930893	0.127788	1.000000
S026C001P070R001A109	72057594037930893	0.127552	1.000000
S026C001P070R001A110	72057594037930893	0.126260	0.937500
S026C001P070R001A111	72057594037930893	0.119572	1.000000
S026C001P070R001A112	72057594037930893	0.134663	0.884615
S026C001P070R001A113	72057594037930893	0.138874	1.000000
S026C001P070R002A093	72057594037931115	0.215669	1.000000
S026C001P070R002A094	72057594037931115	0.202822	0.916667
S026C001P070R002A095	72057594037931115	0.209893	0.925000
S026C001P070R002A096	72057594037931115	0.207075	0.963636
S026C001P070R002A097	72057594037931115	0.203154	0.951613
S026C001P070R002A099	72057594037931115	0.156434	0.840000
S026C001P070R002A100	72057594037931115	0.154990	0.827586
S026C001P070R002A101	72057594037931115	0.153678	0.743902
S026C001P070R002A104	72057594037931115	0.159032	0.790323
S026C001P070R002A106	72057594037931164	0.092792	0.844444
S026C001P070R002A107	72057594037931164	0.087957	0.931818
S026C002P049R002A110	72057594037933680	0.095838	0.884615
S026C002P050R002A106	72057594037936500	0.103559	0.725490
S026C002P051R001A115	72057594037932503	0.116157	1.000000
S026C002P051R001A116	72057594037932503	0.115316	1.000000
S026C002P051R001A117	72057594037932503	0.117323	1.000000
S026C002P051R001A118	72057594037932503	0.115613	1.000000
S026C002P051R001A119	72057594037932503	0.116034	1.000000
S026C003P070R002A110	72057594037932707	0.102081	0.926471
S026C003P075R002A091	72057594037936225	0.079055	1.000000
S027C001P006R001A107	72057594037931569	0.093758	1.000000
S027C001P006R001A110	72057594037931569	0.115840	1.000000
S027C001P006R002A114	72057594037931647	0.192261	1.000000
S027C001P006R002A115	72057594037931647	0.051922	1.000000
S027C001P006R002A116	72057594037931647	0.427138	0.974359
S027C001P044R002A110	72057594037933040	0.128764	0.960000
S027C001P079R002A091	72057594037928893	0.090862	1.000000
S027C001P079R002A092	72057594037928893	0.299283	1.000000
S027C001P079R002A093	72057594037928893	0.102695	1.000000
S027C001P079R002A094	72057594037928893	0.082919	1.000000
S027C001P079R002A119	72057594037928959	0.085508	0.942857
S027C001P086R001A115	72057594037932739	0.075477	1.000000
S027C001P086R001A116	72057594037932739	0.074608	0.851852
S027C001P086R001A117	72057594037932739	0.079253	0.896552
S027C001P086R001A118	72057594037932739	0.079672	0.940000
S027C001P086R001A119	72057594037932739	0.083758	0.924051
S027C001P086R001A120	72057594037932739	0.081052	0.815789
S027C001P086R002A061	72057594037932739	0.115562	1.000000
S027C001P086R002A062	72057594037932739	0.099902	1.000000
S027C001P086R002A063	72057594037932739	0.093128	1.000000
S027C001P086R002A064	72057594037932739	0.096959	1.000000
S027C001P086R002A065	72057594037932739	0.097626	1.000000
S027C001P086R002A066	72057594037932739	0.092748	1.000000
S027C001P086R002A067	72057594037932739	0.091273	1.000000
S027C001P086R002A068	72057594037932739	0.092456	1.000000
S027C001P086R002A069	72057594037932739	0.090515	1.000000
S027C001P086R002A070	72057594037932739	0.089837	1.000000
S027C001P086R002A071	72057594037932739	0.089583	1.000000
S027C001P086R002A072	72057594037932739	0.089963	1.000000
S027C001P086R002A073	72057594037932739	0.083678	1.000000
S027C001P086R002A074	72057594037932739	0.085947	1.000000
S027C001P086R002A075	72057594037932739	0.085969	1.000000
S027C001P086R002A076	72057594037932739	0.084032	1.000000
S027C001P086R002A077	72057594037932739	0.083262	1.000000
S027C001P086R002A078	72057594037932739	0.082874	1.000000
S027C001P086R002A079	72057594037932739	0.084003	1.000000
S027C001P086R002A080	72057594037932739	0.086247	1.000000
S027C001P086R002A081	72057594037932739	0.086528	1.000000
S027C001P086R002A082	72057594037932739	0.084820	1.000000
S027C001P086R002A083	72057594037932739	0.086915	1.000000
S027C001P086R002A084	72057594037932739	0.085536	1.000000
S027C001P086R002A085	72057594037932739	0.085198	1.000000
S027C001P086R002A086	72057594037932739	0.085420	1.000000
S027C001P086R002A087	72057594037932739	0.084470	1.000000
S027C001P086R002A088	72057594037932739	0.084774	1.000000
S027C001P086R002A089	72057594037932739	0.083122	1.000000
S027C001P086R002A090	72057594037932739	0.086086	1.000000
S027C001P086R002A091	72057594037932739	0.084576	1.000000
S027C001P086R002A092	72057594037932739	0.289054	1.000000
S027C001P086R002A093	72057594037932739	0.097206	1.000000
S027C001P086R002A094	72057594037932739	0.103386	1.000000
S027C001P086R002A095	72057594037932739	0.087113	1.000000
S027C001P086R002A096	72057594037932739	0.068318	1.000000
S027C001P086R002A097	72057594037932739	0.065149	1.000000
S027C001P086R002A098	72057594037932739	0.076822	1.000000
S027C001P086R002A099	72057594037932739	0.073329	1.000000
S027C001P086R002A100	72057594037932739	0.103138	1.000000
S027C001P086R002A101	72057594037932739	0.094889	1.000000
S027C001P086R002A102	72057594037932739	0.089347	1.000000
S027C001P086R002A103	72057594037932739	0.095877	1.000000
S027C001P086R002A104	72057594037932739	0.097945	1.000000
S027C001P086R002A105	72057594037932739	0.094829	1.000000
S027C001P086R002A106	72057594037932739	0.092239	1.000000
S027C001P086R002A107	72057594037932739	0.095369	1.000000
S027C001P086R002A108	72057594037932739	0.092632	1.000000
S027C001P086R002A109	72057594037932739	0.141167	1.000000
S027C001P086R002A110	72057594037932739	0.141904	1.000000
S027C001P086R002A111	72057594037932739	0.140071	1.000000
S027C001P086R002A112	72057594037932739	0.148949	0.972973
S027C001P086R002A113	72057594037932739	0.129049	1.000000
S027C001P086R002A114	72057594037932739	0.134828	0.967742
S027C002P006R001A106	72057594037935735	0.102550	1.000000
S027C002P006R001A107	72057594037935735	0.104341	0.914894
S027C002P006R001A110	72057594037935735	0.102591	0.851852
S027C002P011R002A106	72057594037932537	0.090538	1.000000
S027C002P011R002A107	72057594037932537	0.095856	1.000000
S027C002P011R002A108	72057594037932537	0.091619	1.000000
S027C002P041R001A075	72057594037938225	0.104544	1.000000
S027C002P041R001A076	72057594037938225	0.103580	1.000000
S027C002P041R001A077	72057594037938225	0.104224	1.000000
S027C002P041R001A078	72057594037938225	0.104940	1.000000
S027C002P041R001A079	72057594037938225	0.105152	1.000000
S027C002P041R001A080	72057594037938225	0.102995	1.000000
S027C002P041R001A081	72057594037938225	0.105106	1.000000
S027C002P041R001A082	72057594037938225	0.110789	1.000000
S027C002P041R001A083	72057594037938225	0.109727	1.000000
S027C002P041R001A084	72057594037938225	0.108469	1.000000
S027C002P041R001A085	72057594037938225	0.107547	1.000000
S027C002P041R001A086	72057594037938225	0.106447	1.000000
S027C002P041R001A087	72057594037938225	0.108708	1.000000
S027C002P041R001A088	72057594037938225	0.105709	1.000000
S027C002P041R001A089	72057594037938225	0.108803	1.000000
S027C002P041R001A090	72057594037938225	0.141812	1.000000
S027C002P041R001A091	72057594037938225	0.137173	1.000000
S027C002P041R001A092	72057594037938225	0.137259	1.000000
S027C002P041R001A093	72057594037938225	0.138331	1.000000
S027C002P041R001A094	72057594037938225	0.140019	1.000000
S027C002P041R001A095	72057594037938225	0.136992	1.000000
S027C002P041R001A096	72057594037938225	0.137094	1.000000
S027C002P041R001A097	72057594037938225	0.140135	1.000000
S027C002P041R001A098	72057594037938225	0.137950	1.000000
S027C002P041R001A099	72057594037938225	0.138934	1.000000
S027C002P041R001A100	72057594037938225	0.127109	1.000000
S027C002P041R001A101	72057594037938225	0.130464	1.000000
S027C002P041R001A102	72057594037938225	0.126791	1.000000
S027C002P041R001A103	72057594037938225	0.124587	1.000000
S027C002P041R001A104	72057594037938225	0.135906	1.000000
S027C002P041R001A105	72057594037938225	0.135235	1.000000
S027C002P041R002A061	72057594037938225	0.136111	1.000000
S027C002P041R002A062	72057594037938225	0.136336	1.000000
S027C002P041R002A063	72057594037938225	0.137106	1.000000
S027C002P041R002A064	72057594037938225	0.135600	1.000000
S027C002P041R002A065	72057594037938225	0.138066	1.000000
S027C002P041R002A066	72057594037938225	0.135934	1.000000
S027C002P041R002A067	72057594037938225	0.133540	1.000000
S027C002P041R002A068	72057594037938225	0.134500	1.000000
S027C002P041R002A069	72057594037938225	0.126535	1.000000
S027C002P041R002A070	72057594037938225	0.132036	1.000000
S027C002P041R002A071	72057594037938225	0.132772	1.000000
S027C002P041R002A072	72057594037938225	0.136508	1.000000
S027C002P041R002A073	72057594037938225	0.133688	1.000000
S027C002P041R002A074	72057594037938225	0.136288	1.000000
S027C002P041R002A075	72057594037938225	0.135276	1.000000
S027C002P041R002A076	72057594037938225	0.132625	1.000000
S027C002P041R002A077	72057594037938225	0.134230	1.000000
S027C002P041R002A078	72057594037938225	0.133361	1.000000
S027C002P041R002A079	72057594037938225	0.136307	1.000000
S027C002P041R002A080	72057594037938225	0.137513	1.000000
S027C002P041R002A081	72057594037938225	0.134318	1.000000
S027C002P041R002A082	72057594037938225	0.134560	1.000000
S027C002P041R002A083	72057594037938225	0.134995	1.000000
S027C002P041R002A084	72057594037938225	0.135559	1.000000
S027C002P041R002A085	72057594037938225	0.134071	1.000000
S027C002P041R002A086	72057594037938225	0.139023	1.000000
S027C002P041R002A087	72057594037938225	0.134670	1.000000
S027C002P041R002A088	72057594037938225	0.135249	1.000000
S027C002P041R002A089	72057594037938225	0.133084	1.000000
S027C002P041R002A090	72057594037938225	0.138144	1.000000
S027C002P041R002A091	72057594037938225	0.132701	1.000000
S027C002P041R002A092	72057594037938225	0.132654	1.000000
S027C002P041R002A093	72057594037938225	0.143630	1.000000
S027C002P041R002A094	72057594037938225	0.135477	1.000000
S027C002P041R002A095	72057594037938225	0.134154	1.000000
S027C002P041R002A096	72057594037938225	0.135681	1.000000
S027C002P041R002A097	72057594037938225	0.135873	1.000000
S027C002P041R002A098	72057594037938225	0.129859	1.000000
S027C002P041R002A099	72057594037938225	0.134078	1.000000
S027C002P041R002A100	72057594037938225	0.131911	1.000000
S027C002P041R002A101	72057594037938225	0.132740	1.000000
S027C002P041R002A102	72057594037938225	0.134050	1.000000
S027C002P041R002A103	72057594037938225	0.138125	1.000000
S027C002P041R002A104	72057594037938225	0.134328	1.000000
S027C002P041R002A105	72057594037938225	0.134989	1.000000
S027C002P043R002A107	72057594037937229	0.105013	1.000000
S027C002P043R002A115	72057594037937229	0.159980	1.000000
S027C002P044R001A061	72057594037938666	0.095596	1.000000
S027C002P044R001A061	72057594037938225	0.099915	1.000000
S027C002P044R001A062	72057594037938666	0.098918	0.842857
S027C002P044R001A062	72057594037938225	0.100076	1.000000
S027C002P044R001A063	72057594037938666	0.083830	1.000000
S027C002P044R001A063	72057594037938225	0.123481	1.000000
S027C002P044R001A064	72057594037938666	0.076673	1.000000
S027C002P044R001A064	72057594037938225	0.107206	1.000000
S027C002P044R001A065	72057594037938666	0.076008	1.000000
S027C002P044R001A065	72057594037938225	0.104839	1.000000
S027C002P044R001A066	72057594037938666	0.081711	1.000000
S027C002P044R001A066	72057594037938225	0.109074	1.000000
S027C002P044R001A067	72057594037938666	0.080831	1.000000
S027C002P044R001A067	72057594037938225	0.107936	1.000000
S027C002P044R001A068	72057594037938666	0.080774	1.000000
S027C002P044R001A068	72057594037938225	0.108123	1.000000
S027C002P044R001A069	72057594037938666	0.079062	1.000000
S027C002P044R001A069	72057594037938225	0.107985	1.000000
S027C002P044R001A070	72057594037938666	0.080575	1.000000
S027C002P044R001A070	72057594037938225	0.108165	1.000000
S027C002P044R001A071	72057594037938666	0.079242	1.000000
S027C002P044R001A071	72057594037938225	0.107438	1.000000
S027C002P044R001A072	72057594037938666	0.079549	1.000000
S027C002P044R001A072	72057594037938225	0.107011	1.000000
S027C002P044R001A073	72057594037938666	0.100640	1.000000
S027C002P044R001A073	72057594037938225	0.108206	1.000000
S027C002P044R001A074	72057594037938666	0.102231	1.000000
S027C002P044R001A074	72057594037938225	0.107163	1.000000
S027C002P044R001A075	72057594037938666	0.101181	1.000000
S027C002P044R001A075	72057594037938225	0.107018	1.000000
S027C002P044R001A076	72057594037938666	0.091469	1.000000
S027C002P044R001A076	72057594037938225	0.107542	1.000000
S027C002P044R001A077	72057594037938666	0.100347	1.000000
S027C002P044R001A077	72057594037938225	0.107005	1.000000
S027C002P044R001A078	72057594037938666	0.100387	1.000000
S027C002P044R001A078	72057594037938225	0.107642	1.000000
S027C002P044R001A079	72057594037938666	0.095990	1.000000
S027C002P044R001A079	72057594037938225	0.107125	1.000000
S027C002P044R001A080	72057594037938666	0.097371	1.000000
S027C002P044R001A080	72057594037938225	0.107373	1.000000
S027C002P044R001A081	72057594037938666	0.096272	1.000000
S027C002P044R001A081	72057594037938225	0.107020	1.000000
S027C002P044R001A082	72057594037938666	0.086501	1.000000
S027C002P044R001A082	72057594037938225	0.107362	1.000000
S027C002P044R001A083	72057594037938666	0.100692	1.000000
S027C002P044R001A083	72057594037938225	0.107931	1.000000
S027C002P044R001A084	72057594037938666	0.100863	1.000000
S027C002P044R001A084	72057594037938225	0.107741	1.000000
S027C002P044R001A085	72057594037938666	0.102030	1.000000
S027C002P044R001A085	72057594037938225	0.107452	1.000000
S027C002P044R001A086	72057594037938666	0.100246	1.000000
S027C002P044R001A086	72057594037938225	0.108189	1.000000
S027C002P044R001A087	72057594037938225	0.107033	1.000000
S027C002P044R001A088	72057594037938225	0.108976	1.000000
S027C002P044R001A089	72057594037938225	0.109831	1.000000
S027C002P044R001A090	72057594037938225	0.109477	1.000000
S027C002P044R001A091	72057594037938225	0.096047	1.000000
S027C002P044R001A092	72057594037938225	0.079313	1.000000
S027C002P044R001A093	72057594037938225	0.080668	1.000000
S027C002P044R001A094	72057594037938225	0.097571	1.000000
S027C002P044R001A095	72057594037938225	0.079164	1.000000
S027C002P044R001A096	72057594037938225	0.078179	1.000000
S027C002P044R001A097	72057594037938225	0.080274	1.000000
S027C002P044R001A098	72057594037938225	0.079602	1.000000
S027C002P044R001A099	72057594037938225	0.079410	1.000000
S027C002P044R001A100	72057594037938225	0.078314	1.000000
S027C002P044R001A101	72057594037938225	0.078719	1.000000
S027C002P044R001A102	72057594037938225	0.079288	1.000000
S027C002P044R001A103	72057594037938225	0.080685	1.000000
S027C002P044R001A104	72057594037938225	0.080836	1.000000
S027C002P044R001A105	72057594037938225	0.079153	1.000000
S027C002P044R001A106	72057594037938225	0.086085	1.000000
S027C002P044R001A107	72057594037938225	0.084796	1.000000
S027C002P044R001A108	72057594037938225	0.109242	1.000000
S027C002P044R001A109	72057594037938225	0.108625	1.000000
S027C002P044R001A110	72057594037938225	0.108174	1.000000
S027C002P044R001A111	72057594037938225	0.108145	1.000000
S027C002P044R001A112	72057594037938225	0.108777	1.000000
S027C002P044R001A113	72057594037938225	0.112404	1.000000
S027C002P044R001A114	72057594037938225	0.109478	1.000000
